date,none_pct,low_pct,medium_pct,high_pct,total_pixels
2022-02-10,2.253911665676372,97.1677559912854,0.0,0.0,99
2022-02-12,5.633169934640522,93.56753812636165,2.494553376906318,0.0,288
2022-02-14,8.483978957436632,92.38801211541525,0.6097560975609756,0.0,492
2022-02-19,8.267863077434363,91.0043203722167,1.694915254237288,0.0,590
2022-02-25,2.8877756836292696,96.97384518731609,0.1983930165658169,0.0,2372
2022-03-09,17.685367957772225,82.58718252401636,0.0,0.0,1341
2022-03-11,18.66399842160151,81.31551997895473,0.09583133684714902,0.0,2087
2022-03-12,24.349814729041224,75.69302918017601,0.0,0.0,2032
2022-03-14,22.634645084354784,77.34424178445056,0.049850448654037885,0.0,2006
2022-03-17,20.44173991435655,79.55721988176349,0.044208664898320066,0.0,2262
2022-03-19,20.614344039671277,79.2959400024532,0.08936550491510277,0.0,2238
2022-03-22,16.418626545724475,83.54371480817629,0.0,0.0,2166
2022-03-24,16.734562289236642,83.23023257313446,0.07260253657530095,0.0,3041
2022-04-03,22.59958207468519,77.39316378124961,0.05521811154058532,0.0,3622
2022-04-13,3.736920777279521,96.00281368152636,0.0,0.0,669
2022-04-15,19.179167780912053,80.80461455736425,0.014664906877841324,0.0,6819
2022-04-18,22.529014235831315,77.46080042976094,0.021917808219178082,0.0,9125
2022-04-20,21.37254901960785,78.6351279921468,0.0,0.0,9348
2022-04-21,18.539978236848633,81.47073528361422,0.0,0.0,9334
2022-04-26,38.13242030846291,61.87854867088306,0.0,0.0,12370
2022-04-28,20.628991672797454,79.3911332885519,0.006797172376291462,0.0,14712
2022-04-30,28.640416174683832,71.35321195576135,0.02310180194055136,0.0,38958
2022-05-01,36.30569967651424,63.715347037686364,0.002779071509492973,0.0,43321
2022-05-05,4.607981701419234,95.40226528751393,0.006894412079009963,0.0,29009
2022-05-13,0.120039742887848,99.93362667369594,0.0,0.0,5802
2022-05-15,0.44607018626189965,99.58386441546054,0.0,0.0,20214
2022-05-16,0.3551820442848629,99.66614766050088,0.0,0.0,39253
2022-05-18,0.28541092461476675,99.72621314043582,0.0016504101269165386,0.0,60591
2022-05-20,1.1889259545373676,98.76346234468733,0.058417012714686516,0.0,107899
2022-05-21,34.45871518546361,65.44970059003543,0.10027585506025664,0.0,113835
2022-05-30,1.1699110421558827,98.68779480459938,0.16137283299995644,0.003967725433400009,49023
2022-06-02,0.3442509140510294,99.24183290045056,0.4049998245787499,0.01598282501925204,110658
2022-06-05,2.52889774009986,96.90144934274586,0.5581325666875893,0.013173494928204452,37955
2022-06-07,4.998325727033633,93.61204619071502,1.3450399386173832,0.050745624344889884,106104
2022-06-10,11.626203825045767,87.34149715784227,1.0236002548699474,0.016678077983181477,113922
2022-06-17,7.908337004490407,71.5205975527339,19.21396877412552,1.364681150347408,114165
2022-06-19,16.31020649046592,47.981674681803376,33.3200117002275,2.39576071145353,114159
2022-06-30,46.70371948610564,47.43044622853359,5.873474904383333,0.0,112505
2022-07-09,44.92328762263186,49.47784122037115,5.582575062014543,0.024225414502422278,113849
2022-07-10,53.3680872806428,36.05566403280798,10.516961530685313,0.06694154441718342,114147
2022-07-12,13.272210436762938,20.790038091429057,42.4800935689875,23.465313297365356,114132
2022-07-17,0.09384847804087823,27.52218858182004,70.96327539810294,1.4283407907853234,114164
2022-07-30,0.001073283819173142,61.69144479154309,36.49585459908428,1.8211353575045268,93172
2022-08-01,16.425235125627903,57.40242752321972,25.81910316398312,0.36088750295629934,114163
2022-08-03,20.151442032077725,66.34256182138725,13.011238841546735,0.5023331997120676,113725
2022-08-11,0.0008759328685049578,13.820056595568401,43.525853072738066,42.66086764757408,114164
2022-08-14,0.0,0.683269785738607,33.51294333423693,65.81142839668685,114134
2022-08-16,0.11243961328625984,33.95211599731958,65.94421705810936,0.0022550710911161476,88689
2022-08-21,0.20528588948331938,51.880307923606594,47.92199310451301,0.0,112526
2022-09-08,0.0,32.69733263602814,67.31032054568426,0.0,114165
2022-09-30,0.12264965401759516,20.86626795443934,65.94932894454291,13.06895913156199,112765
2022-10-02,0.1856620266000687,78.35640097326872,21.466562048669022,0.0,112304
2022-10-03,0.0,2.5043406036610736,56.85936202490042,40.6416032728816,113599
2022-10-15,0.0010828222342302185,62.10869642920971,37.89675622903124,0.0008270098617421735,111908
