date,none_pct,low_pct,medium_pct,high_pct,total_pixels
2023-02-17,0.0,100.25041341837944,0.0,0.0,166
2023-03-09,0.0,97.14509803921568,0.0,0.0,25
2023-03-16,0.0,100.42400716631825,0.0,0.0,394
2023-03-17,1.3042270732655667,98.92573459978891,0.0,0.0,353
2023-04-16,0.6431372549019608,99.57466063348409,0.0,0.0,650
2023-04-18,0.5494505494505495,99.83911513323275,0.0,0.0,546
2023-04-21,0.0,100.36912032572589,0.0,0.0,732
2023-04-23,1.8506580714477572,98.43495389023182,0.0,0.0,876
2023-05-08,4.845195286880613,95.28235746432368,0.0,0.0,1734
2023-05-10,5.348110258596195,94.7954712014478,0.0,0.0,1311
2023-05-18,5.058458407134644,94.93893912557101,0.009904912836767036,0.0,30288
2023-05-20,8.330383048601153,91.66885792959974,0.0050491450114447285,0.0,59416
2023-05-21,15.824930338531642,84.1559068013492,0.029909896436983587,0.0,26747
2023-06-07,11.581918749594193,85.8380268553627,2.5837370706994713,0.003174246554448119,114154
2023-06-24,71.24260981053399,28.761680505425986,0.003362865752441212,0.0,114165
2023-07-02,24.39756698895562,74.59631441592546,1.0137717768314347,0.0,114165
2023-07-17,1.3005943410079839,21.000928308957707,55.92999811933703,21.776132412409627,114165
2023-08-13,0.045407275159877816,71.07619089329785,28.885886698217135,0.0001683150376604897,114165
2023-08-19,0.0,5.728154831549495,62.31501331008976,31.963259739885803,104874
2023-08-29,0.020782118721545888,22.026861146077177,77.92642889518316,0.03328574056393052,114163
2023-09-07,0.0,0.024288890434639228,10.026537098437691,89.95682719284014,114165
2023-09-08,0.0,0.12556645309549389,75.4703572314926,24.41172949712448,114165
2023-10-05,0.0,2.650559948062791,97.35709323364972,0.0,114165
2023-10-07,0.0,60.37242436790346,39.633148733633426,0.0,105549
2023-10-08,0.042671748166030136,90.87734191906914,9.087073311512146,0.0,109895
2023-10-13,0.44112589923844864,98.54761212732916,1.0126513547266114,0.0,73668
